                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    301,                 1.9222,                 1.4084,                 2.1724,                0.72875,                 0.5131,                 0.6513,                0.34255,                  1.637,                  1.374,                 2.0913,             0.00036905,             0.00036905,             0.00036905
                    302,                 1.9012,                  1.458,                 2.2318,                0.72875,                 0.5131,                 0.6513,                0.34255,                  1.637,                  1.374,                 2.0913,             0.00036725,             0.00036725,             0.00036725
                    303,                 1.9284,                 1.5409,                 2.2923,                0.72875,                 0.5131,                 0.6513,                0.34255,                  1.637,                  1.374,                 2.0913,             0.00036545,             0.00036545,             0.00036545
                    304,                 2.0119,                 1.5785,                 2.2735,                0.36808,                0.65929,                0.58301,                0.27616,                 1.6868,                 1.4599,                 2.1375,             0.00036365,             0.00036365,             0.00036365
                    305,                  2.017,                 1.4381,                 2.2122,                0.36808,                0.65929,                0.58301,                0.27616,                 1.6868,                 1.4599,                 2.1375,             0.00036185,             0.00036185,             0.00036185
                    306,                 1.7986,                 1.4086,                 2.1969,                0.36808,                0.65929,                0.58301,                0.27616,                 1.6868,                 1.4599,                 2.1375,             0.00036005,             0.00036005,             0.00036005
                    307,                 1.9458,                 1.5478,                 2.3206,                0.36808,                0.65929,                0.58301,                0.27616,                 1.6868,                 1.4599,                 2.1375,             0.00035826,             0.00035826,             0.00035826
                    308,                 2.0091,                 1.6054,                 2.3663,                0.37226,                0.62107,                0.60026,                0.25374,                 1.7668,                 1.4823,                 2.1885,             0.00035646,             0.00035646,             0.00035646
                    309,                 2.0073,                 1.5043,                 2.2643,                0.37226,                0.62107,                0.60026,                0.25374,                 1.7668,                 1.4823,                 2.1885,             0.00035466,             0.00035466,             0.00035466
                    310,                 2.0094,                 1.5783,                 2.3433,                0.37226,                0.62107,                0.60026,                0.25374,                 1.7668,                 1.4823,                 2.1885,             0.00035286,             0.00035286,             0.00035286
                    311,                 1.9844,                 1.6122,                 2.4018,                0.37226,                0.62107,                0.60026,                0.25374,                 1.7668,                 1.4823,                 2.1885,             0.00035106,             0.00035106,             0.00035106
                    312,                 1.8416,                 1.4695,                 2.3163,                0.38998,                 0.6212,                0.53189,                0.22523,                 1.7734,                 1.5037,                 2.1538,             0.00034926,             0.00034926,             0.00034926
                    313,                 1.8112,                 1.6033,                 2.2955,                0.38998,                 0.6212,                0.53189,                0.22523,                 1.7734,                 1.5037,                 2.1538,             0.00034746,             0.00034746,             0.00034746
                    314,                 1.8349,                 1.6211,                 2.3015,                0.38998,                 0.6212,                0.53189,                0.22523,                 1.7734,                 1.5037,                 2.1538,             0.00034566,             0.00034566,             0.00034566
                    315,                 1.8634,                 1.4931,                 2.1535,                0.38998,                 0.6212,                0.53189,                0.22523,                 1.7734,                 1.5037,                 2.1538,             0.00034386,             0.00034386,             0.00034386
                    316,                 1.8475,                 1.4688,                 2.2871,                0.46542,                0.53611,                 0.5428,                0.23353,                 1.7729,                  1.452,                 2.1214,             0.00034206,             0.00034206,             0.00034206
                    317,                 1.9941,                 1.4615,                 2.2692,                0.46542,                0.53611,                 0.5428,                0.23353,                 1.7729,                  1.452,                 2.1214,             0.00034026,             0.00034026,             0.00034026
                    318,                 2.0459,                 1.5297,                 2.2637,                0.46542,                0.53611,                 0.5428,                0.23353,                 1.7729,                  1.452,                 2.1214,             0.00033846,             0.00033846,             0.00033846
                    319,                 2.0151,                 1.4473,                 2.2427,                0.46542,                0.53611,                 0.5428,                0.23353,                 1.7729,                  1.452,                 2.1214,             0.00033666,             0.00033666,             0.00033666
                    320,                 1.8766,                 1.3628,                 2.1945,                0.57886,                0.58013,                0.61756,                0.25647,                 1.8085,                 1.3381,                 2.1065,             0.00033486,             0.00033486,             0.00033486
                    321,                  1.995,                 1.5017,                 2.3125,                0.57886,                0.58013,                0.61756,                0.25647,                 1.8085,                 1.3381,                 2.1065,             0.00033306,             0.00033306,             0.00033306
                    322,                 1.9717,                 1.3078,                 2.2176,                0.57886,                0.58013,                0.61756,                0.25647,                 1.8085,                 1.3381,                 2.1065,             0.00033126,             0.00033126,             0.00033126
                    323,                 2.0319,                 1.6529,                 2.3681,                0.57886,                0.58013,                0.61756,                0.25647,                 1.8085,                 1.3381,                 2.1065,             0.00032946,             0.00032946,             0.00032946
                    324,                 2.0987,                 1.4569,                 2.3258,                0.60004,                0.66636,                0.69855,                 0.3092,                 1.6981,                 1.2465,                 2.0665,             0.00032766,             0.00032766,             0.00032766
                    325,                 1.8405,                 1.3057,                  2.168,                0.60004,                0.66636,                0.69855,                 0.3092,                 1.6981,                 1.2465,                 2.0665,             0.00032586,             0.00032586,             0.00032586
                    326,                 1.9584,                 1.5764,                 2.3165,                0.60004,                0.66636,                0.69855,                 0.3092,                 1.6981,                 1.2465,                 2.0665,             0.00032406,             0.00032406,             0.00032406
                    327,                 2.0541,                 1.7513,                 2.2215,                0.60004,                0.66636,                0.69855,                 0.3092,                 1.6981,                 1.2465,                 2.0665,             0.00032226,             0.00032226,             0.00032226
                    328,                 1.9041,                 1.6188,                 2.3205,                 0.4955,                0.61012,                0.70301,                0.33872,                 1.6491,                 1.3027,                 2.0766,             0.00032046,             0.00032046,             0.00032046
                    329,                 1.7774,                 1.3849,                 2.1804,                 0.4955,                0.61012,                0.70301,                0.33872,                 1.6491,                 1.3027,                 2.0766,             0.00031866,             0.00031866,             0.00031866
                    330,                 2.1286,                 1.5073,                 2.2907,                 0.4955,                0.61012,                0.70301,                0.33872,                 1.6491,                 1.3027,                 2.0766,             0.00031686,             0.00031686,             0.00031686
                    331,                 1.7824,                 1.4298,                  2.202,                 0.4955,                0.61012,                0.70301,                0.33872,                 1.6491,                 1.3027,                 2.0766,             0.00031506,             0.00031506,             0.00031506
                    332,                 2.1107,                 1.7417,                 2.3953,                0.63892,                0.52271,                0.50909,                0.23422,                  1.952,                 1.8675,                 2.3452,             0.00031326,             0.00031326,             0.00031326
                    333,                 1.8286,                 1.3367,                 2.2015,                0.63892,                0.52271,                0.50909,                0.23422,                  1.952,                 1.8675,                 2.3452,             0.00031146,             0.00031146,             0.00031146
                    334,                 1.8973,                 1.4548,                 2.2278,                0.63892,                0.52271,                0.50909,                0.23422,                  1.952,                 1.8675,                 2.3452,             0.00030966,             0.00030966,             0.00030966
                    335,                 1.7943,                 1.4719,                 2.2668,                0.63892,                0.52271,                0.50909,                0.23422,                  1.952,                 1.8675,                 2.3452,             0.00030786,             0.00030786,             0.00030786
                    336,                 2.1132,                 1.7098,                 2.3081,                0.51257,                0.48651,                0.44619,                0.19357,                 2.0697,                 2.0668,                 2.4457,             0.00030606,             0.00030606,             0.00030606
                    337,                 1.9774,                 1.6845,                 2.3741,                0.51257,                0.48651,                0.44619,                0.19357,                 2.0697,                 2.0668,                 2.4457,             0.00030426,             0.00030426,             0.00030426
                    338,                   2.09,                 1.5299,                 2.3411,                0.51257,                0.48651,                0.44619,                0.19357,                 2.0697,                 2.0668,                 2.4457,             0.00030246,             0.00030246,             0.00030246
                    339,                 1.8054,                 1.3711,                 2.1725,                0.51257,                0.48651,                0.44619,                0.19357,                 2.0697,                 2.0668,                 2.4457,             0.00030066,             0.00030066,             0.00030066
                    340,                 1.9498,                 1.3054,                 2.1671,                0.65583,                0.65544,                0.62267,                0.25233,                 1.8678,                  1.621,                 2.2695,             0.00029886,             0.00029886,             0.00029886
                    341,                 1.9796,                 1.3456,                 2.2219,                0.65583,                0.65544,                0.62267,                0.25233,                 1.8678,                  1.621,                 2.2695,             0.00029706,             0.00029706,             0.00029706
                    342,                 2.0025,                 1.3627,                  2.215,                0.65583,                0.65544,                0.62267,                0.25233,                 1.8678,                  1.621,                 2.2695,             0.00029526,             0.00029526,             0.00029526
                    343,                  1.858,                  1.426,                 2.2218,                0.65583,                0.65544,                0.62267,                0.25233,                 1.8678,                  1.621,                 2.2695,             0.00029346,             0.00029346,             0.00029346
                    344,                 2.0857,                 1.4105,                 2.2638,                0.64562,                0.63124,                0.60354,                0.29549,                 1.6999,                 1.5213,                 2.2216,             0.00029166,             0.00029166,             0.00029166
                    345,                 2.1117,                  1.565,                  2.357,                0.64562,                0.63124,                0.60354,                0.29549,                 1.6999,                 1.5213,                 2.2216,             0.00028986,             0.00028986,             0.00028986
                    346,                 1.9253,                 1.4459,                 2.1607,                0.64562,                0.63124,                0.60354,                0.29549,                 1.6999,                 1.5213,                 2.2216,             0.00028806,             0.00028806,             0.00028806
                    347,                 1.9062,                 1.3711,                 2.2031,                0.64562,                0.63124,                0.60354,                0.29549,                 1.6999,                 1.5213,                 2.2216,             0.00028626,             0.00028626,             0.00028626
                    348,                 1.7672,                  1.387,                 2.1614,                0.67006,                0.66964,                0.66131,                0.36253,                 1.6416,                 1.4379,                 2.1888,             0.00028446,             0.00028446,             0.00028446
                    349,                 1.9001,                 1.5803,                 2.2659,                0.67006,                0.66964,                0.66131,                0.36253,                 1.6416,                 1.4379,                 2.1888,             0.00028266,             0.00028266,             0.00028266
                    350,                 2.0689,                 1.2414,                 2.1681,                0.67006,                0.66964,                0.66131,                0.36253,                 1.6416,                 1.4379,                 2.1888,             0.00028086,             0.00028086,             0.00028086
                    351,                 1.9961,                 1.5632,                 2.2963,                0.67006,                0.66964,                0.66131,                0.36253,                 1.6416,                 1.4379,                 2.1888,             0.00027906,             0.00027906,             0.00027906
                    352,                 1.8858,                 1.4856,                 2.1976,                0.73326,                0.66851,                0.82054,                 0.4484,                 1.6369,                  1.351,                 2.1007,             0.00027726,             0.00027726,             0.00027726
                    353,                 2.0709,                  1.515,                  2.223,                0.73326,                0.66851,                0.82054,                 0.4484,                 1.6369,                  1.351,                 2.1007,             0.00027546,             0.00027546,             0.00027546
                    354,                 1.8002,                 1.2908,                  2.109,                0.73326,                0.66851,                0.82054,                 0.4484,                 1.6369,                  1.351,                 2.1007,             0.00027366,             0.00027366,             0.00027366
                    355,                 1.9203,                 1.3934,                  2.128,                0.73326,                0.66851,                0.82054,                 0.4484,                 1.6369,                  1.351,                 2.1007,             0.00027186,             0.00027186,             0.00027186
                    356,                 1.8589,                 1.3927,                  2.146,                0.76363,                0.74688,                0.85678,                0.44318,                 1.6242,                 1.3323,                 2.0601,             0.00027006,             0.00027006,             0.00027006
                    357,                 1.8576,                 1.5317,                 2.2229,                0.76363,                0.74688,                0.85678,                0.44318,                 1.6242,                 1.3323,                 2.0601,             0.00026826,             0.00026826,             0.00026826
                    358,                 1.7385,                 1.2491,                 2.1896,                0.76363,                0.74688,                0.85678,                0.44318,                 1.6242,                 1.3323,                 2.0601,             0.00026646,             0.00026646,             0.00026646
                    359,                 1.8294,                 1.4409,                 2.2574,                0.76363,                0.74688,                0.85678,                0.44318,                 1.6242,                 1.3323,                 2.0601,             0.00026466,             0.00026466,             0.00026466
                    360,                 1.6991,                 1.2403,                 2.0895,                0.80254,                0.70175,                0.82985,                0.42745,                 1.6004,                 1.3085,                 2.0442,             0.00026286,             0.00026286,             0.00026286
                    361,                 1.8089,                 1.2097,                 2.1115,                0.80254,                0.70175,                0.82985,                0.42745,                 1.6004,                 1.3085,                 2.0442,             0.00026106,             0.00026106,             0.00026106
                    362,                 1.7305,                 1.4173,                 2.0758,                0.80254,                0.70175,                0.82985,                0.42745,                 1.6004,                 1.3085,                 2.0442,             0.00025926,             0.00025926,             0.00025926
                    363,                 1.8205,                 1.2875,                 2.1717,                0.80254,                0.70175,                0.82985,                0.42745,                 1.6004,                 1.3085,                 2.0442,             0.00025747,             0.00025747,             0.00025747
                    364,                 1.7201,                 1.2858,                 2.1209,                0.81427,                0.74075,                0.88152,                 0.5142,                 1.4789,                  1.154,                 1.9556,             0.00025567,             0.00025567,             0.00025567
                    365,                 1.9785,                  1.432,                 2.1245,                0.81427,                0.74075,                0.88152,                 0.5142,                 1.4789,                  1.154,                 1.9556,             0.00025387,             0.00025387,             0.00025387
                    366,                 1.7566,                 1.3423,                 2.1025,                0.81427,                0.74075,                0.88152,                 0.5142,                 1.4789,                  1.154,                 1.9556,             0.00025207,             0.00025207,             0.00025207
                    367,                 1.7823,                 1.4271,                  2.214,                0.81427,                0.74075,                0.88152,                 0.5142,                 1.4789,                  1.154,                 1.9556,             0.00025027,             0.00025027,             0.00025027
                    368,                 1.7296,                 1.2777,                 2.0918,                0.76802,                0.69657,                0.85019,                0.47798,                 1.4555,                 1.1263,                 1.9401,             0.00024847,             0.00024847,             0.00024847
                    369,                 1.6152,                 1.3607,                 2.1624,                0.76802,                0.69657,                0.85019,                0.47798,                 1.4555,                 1.1263,                 1.9401,             0.00024667,             0.00024667,             0.00024667
                    370,                 1.7327,                 1.2265,                 2.0566,                0.76802,                0.69657,                0.85019,                0.47798,                 1.4555,                 1.1263,                 1.9401,             0.00024487,             0.00024487,             0.00024487
                    371,                 1.5975,                 1.2853,                 2.0384,                0.76802,                0.69657,                0.85019,                0.47798,                 1.4555,                 1.1263,                 1.9401,             0.00024307,             0.00024307,             0.00024307
                    372,                 1.7083,                  1.349,                 2.1911,                0.76679,                0.66061,                0.80661,                0.45603,                 1.4864,                 1.1508,                 1.9748,             0.00024127,             0.00024127,             0.00024127
                    373,                 1.5987,                 1.2179,                 2.0652,                0.76679,                0.66061,                0.80661,                0.45603,                 1.4864,                 1.1508,                 1.9748,             0.00023947,             0.00023947,             0.00023947
                    374,                    1.7,                 1.2264,                 2.0843,                0.76679,                0.66061,                0.80661,                0.45603,                 1.4864,                 1.1508,                 1.9748,             0.00023767,             0.00023767,             0.00023767
                    375,                 1.7833,                 1.5571,                 2.0316,                0.76679,                0.66061,                0.80661,                0.45603,                 1.4864,                 1.1508,                 1.9748,             0.00023587,             0.00023587,             0.00023587
                    376,                 1.8823,                 1.4229,                 2.1058,                0.77227,                0.68149,                0.82937,                0.43521,                 1.5736,                 1.2371,                 2.0643,             0.00023407,             0.00023407,             0.00023407
                    377,                 1.6486,                 1.1995,                 2.0527,                0.77227,                0.68149,                0.82937,                0.43521,                 1.5736,                 1.2371,                 2.0643,             0.00023227,             0.00023227,             0.00023227
                    378,                 1.6588,                 1.2506,                  2.112,                0.77227,                0.68149,                0.82937,                0.43521,                 1.5736,                 1.2371,                 2.0643,             0.00023047,             0.00023047,             0.00023047
                    379,                 1.7963,                 1.3797,                  2.214,                0.77227,                0.68149,                0.82937,                0.43521,                 1.5736,                 1.2371,                 2.0643,             0.00022867,             0.00022867,             0.00022867
                    380,                 1.9247,                 1.6151,                 2.1513,                0.77496,                 0.6836,                0.82876,                0.44479,                 1.5866,                 1.2603,                 2.0784,             0.00022687,             0.00022687,             0.00022687
                    381,                 1.6394,                 1.2175,                 2.1682,                0.77496,                 0.6836,                0.82876,                0.44479,                 1.5866,                 1.2603,                 2.0784,             0.00022507,             0.00022507,             0.00022507
                    382,                 1.6965,                 1.1778,                 2.0762,                0.77496,                 0.6836,                0.82876,                0.44479,                 1.5866,                 1.2603,                 2.0784,             0.00022327,             0.00022327,             0.00022327
                    383,                 1.9583,                 1.4534,                 2.1614,                0.77496,                 0.6836,                0.82876,                0.44479,                 1.5866,                 1.2603,                 2.0784,             0.00022147,             0.00022147,             0.00022147
                    384,                 1.6959,                   1.27,                 2.0894,                0.79391,                0.66181,                0.85579,                 0.4878,                 1.4983,                 1.1981,                 2.0245,             0.00021967,             0.00021967,             0.00021967
                    385,                 1.8134,                 1.2707,                 2.1049,                0.79391,                0.66181,                0.85579,                 0.4878,                 1.4983,                 1.1981,                 2.0245,             0.00021787,             0.00021787,             0.00021787
                    386,                 1.7573,                 1.2858,                  2.068,                0.79391,                0.66181,                0.85579,                 0.4878,                 1.4983,                 1.1981,                 2.0245,             0.00021607,             0.00021607,             0.00021607
                    387,                 1.6379,                 1.2637,                 2.1271,                0.79391,                0.66181,                0.85579,                 0.4878,                 1.4983,                 1.1981,                 2.0245,             0.00021427,             0.00021427,             0.00021427
                    388,                 1.6795,                  1.281,                 2.1378,                0.78138,                0.63879,                0.82294,                0.46252,                 1.5212,                 1.2752,                 2.0206,             0.00021247,             0.00021247,             0.00021247
                    389,                 1.7929,                 1.2626,                 2.1332,                0.78138,                0.63879,                0.82294,                0.46252,                 1.5212,                 1.2752,                 2.0206,             0.00021067,             0.00021067,             0.00021067
                    390,                 1.7205,                  1.255,                 2.0792,                0.78138,                0.63879,                0.82294,                0.46252,                 1.5212,                 1.2752,                 2.0206,             0.00020887,             0.00020887,             0.00020887
                    391,                 1.6793,                 1.2203,                 2.0469,                0.78138,                0.63879,                0.82294,                0.46252,                 1.5212,                 1.2752,                 2.0206,             0.00020707,             0.00020707,             0.00020707
                    392,                 1.7804,                 1.4003,                 2.1011,                0.66007,                0.62693,                0.76944,                0.38552,                 1.6262,                 1.4378,                 2.0734,             0.00020527,             0.00020527,             0.00020527
                    393,                 1.7852,                 1.3731,                  2.174,                0.66007,                0.62693,                0.76944,                0.38552,                 1.6262,                 1.4378,                 2.0734,             0.00020347,             0.00020347,             0.00020347
                    394,                 1.6575,                  1.217,                 2.0812,                0.66007,                0.62693,                0.76944,                0.38552,                 1.6262,                 1.4378,                 2.0734,             0.00020167,             0.00020167,             0.00020167
                    395,                 1.6808,                 1.2357,                 2.1086,                0.66007,                0.62693,                0.76944,                0.38552,                 1.6262,                 1.4378,                 2.0734,             0.00019987,             0.00019987,             0.00019987
                    396,                 1.7302,                 1.3086,                 2.0734,                0.60529,                0.42484,                0.54096,                0.25355,                  1.855,                 1.7342,                 2.2403,             0.00019807,             0.00019807,             0.00019807
                    397,                 1.8919,                 1.4063,                 2.1983,                0.60529,                0.42484,                0.54096,                0.25355,                  1.855,                 1.7342,                 2.2403,             0.00019627,             0.00019627,             0.00019627
                    398,                  2.051,                 1.6989,                 2.1897,                0.60529,                0.42484,                0.54096,                0.25355,                  1.855,                 1.7342,                 2.2403,             0.00019447,             0.00019447,             0.00019447
                    399,                 1.7765,                 1.2433,                 2.0303,                0.60529,                0.42484,                0.54096,                0.25355,                  1.855,                 1.7342,                 2.2403,             0.00019267,             0.00019267,             0.00019267
                    400,                 1.6959,                 1.4182,                 2.0759,                0.57256,                0.52976,                0.68084,                0.32047,                 1.7905,                 1.6519,                 2.1818,             0.00019087,             0.00019087,             0.00019087
                    401,                 1.9653,                 1.4279,                 2.2161,                0.57256,                0.52976,                0.68084,                0.32047,                 1.7905,                 1.6519,                 2.1818,             0.00018907,             0.00018907,             0.00018907
                    402,                 1.7377,                 1.2054,                 2.0437,                0.57256,                0.52976,                0.68084,                0.32047,                 1.7905,                 1.6519,                 2.1818,             0.00018727,             0.00018727,             0.00018727
                    403,                 1.8548,                 1.3949,                 2.1748,                0.57256,                0.52976,                0.68084,                0.32047,                 1.7905,                 1.6519,                 2.1818,             0.00018547,             0.00018547,             0.00018547
                    404,                  1.779,                 1.2545,                 1.9801,                0.53731,                0.47915,                0.69743,                0.32869,                 1.8072,                 1.6177,                 2.1764,             0.00018367,             0.00018367,             0.00018367
                    405,                 1.8575,                 1.3522,                 2.1855,                0.53731,                0.47915,                0.69743,                0.32869,                 1.8072,                 1.6177,                 2.1764,             0.00018187,             0.00018187,             0.00018187
                    406,                 1.6688,                 1.3092,                 2.1037,                0.53731,                0.47915,                0.69743,                0.32869,                 1.8072,                 1.6177,                 2.1764,             0.00018007,             0.00018007,             0.00018007
                    407,                 1.8451,                 1.4914,                 2.1232,                0.53731,                0.47915,                0.69743,                0.32869,                 1.8072,                 1.6177,                 2.1764,             0.00017827,             0.00017827,             0.00017827
                    408,                 1.8305,                 1.3426,                 2.1036,                0.56919,                  0.825,                0.84794,                0.40415,                 1.7109,                 1.2765,                 2.0335,             0.00017647,             0.00017647,             0.00017647
                    409,                 1.7283,                 1.2223,                   2.12,                0.56919,                  0.825,                0.84794,                0.40415,                 1.7109,                 1.2765,                 2.0335,             0.00017467,             0.00017467,             0.00017467
                    410,                 1.7713,                 1.1541,                 2.0639,                0.56919,                  0.825,                0.84794,                0.40415,                 1.7109,                 1.2765,                 2.0335,             0.00017287,             0.00017287,             0.00017287
                    411,                  1.709,                 1.3695,                 2.0281,                0.56919,                  0.825,                0.84794,                0.40415,                 1.7109,                 1.2765,                 2.0335,             0.00017107,             0.00017107,             0.00017107
                    412,                 1.8183,                 1.4275,                 2.2069,                0.55502,                0.83923,                0.86056,                 0.4177,                 1.6843,                 1.2303,                 2.0112,             0.00016927,             0.00016927,             0.00016927
                    413,                 1.7951,                 1.2649,                 2.1199,                0.55502,                0.83923,                0.86056,                 0.4177,                 1.6843,                 1.2303,                 2.0112,             0.00016747,             0.00016747,             0.00016747
                    414,                 1.7499,                 1.2707,                 2.0247,                0.55502,                0.83923,                0.86056,                 0.4177,                 1.6843,                 1.2303,                 2.0112,             0.00016567,             0.00016567,             0.00016567
                    415,                   1.87,                 1.3876,                 2.1366,                0.55502,                0.83923,                0.86056,                 0.4177,                 1.6843,                 1.2303,                 2.0112,             0.00016387,             0.00016387,             0.00016387
                    416,                  1.736,                 1.1927,                 2.1027,                0.60477,                0.84143,                0.87721,                0.45256,                 1.6044,                 1.1188,                 1.9405,             0.00016207,             0.00016207,             0.00016207
                    417,                 1.5822,                 1.2398,                 2.0763,                0.60477,                0.84143,                0.87721,                0.45256,                 1.6044,                 1.1188,                 1.9405,             0.00016027,             0.00016027,             0.00016027
                    418,                 1.7987,                 1.3576,                 2.0328,                0.60477,                0.84143,                0.87721,                0.45256,                 1.6044,                 1.1188,                 1.9405,             0.00015848,             0.00015848,             0.00015848
                    419,                 1.7788,                 1.2799,                 2.0613,                0.60477,                0.84143,                0.87721,                0.45256,                 1.6044,                 1.1188,                 1.9405,             0.00015668,             0.00015668,             0.00015668
                    420,                 1.7343,                 1.2823,                 2.0915,                0.66344,                0.88527,                0.88643,                0.48744,                 1.5268,                 1.0857,                 1.9091,             0.00015488,             0.00015488,             0.00015488
                    421,                 1.6508,                 1.1709,                 1.9999,                0.66344,                0.88527,                0.88643,                0.48744,                 1.5268,                 1.0857,                 1.9091,             0.00015308,             0.00015308,             0.00015308
                    422,                 1.7461,                 1.3364,                 2.1121,                0.66344,                0.88527,                0.88643,                0.48744,                 1.5268,                 1.0857,                 1.9091,             0.00015128,             0.00015128,             0.00015128
                    423,                 1.7597,                 1.4154,                 2.0885,                0.66344,                0.88527,                0.88643,                0.48744,                 1.5268,                 1.0857,                 1.9091,             0.00014948,             0.00014948,             0.00014948
                    424,                 1.8469,                 1.3957,                 2.2092,                0.64731,                0.92357,                0.89526,                0.52636,                 1.4766,                 1.0784,                 1.9038,             0.00014768,             0.00014768,             0.00014768
                    425,                 1.5986,                  1.091,                 2.0236,                0.64731,                0.92357,                0.89526,                0.52636,                 1.4766,                 1.0784,                 1.9038,             0.00014588,             0.00014588,             0.00014588
                    426,                 1.6396,                 1.1306,                 2.0068,                0.64731,                0.92357,                0.89526,                0.52636,                 1.4766,                 1.0784,                 1.9038,             0.00014408,             0.00014408,             0.00014408
                    427,                 1.8229,                 1.3564,                 2.1678,                0.64731,                0.92357,                0.89526,                0.52636,                 1.4766,                 1.0784,                 1.9038,             0.00014228,             0.00014228,             0.00014228
                    428,                 1.7191,                 1.2978,                 2.1484,                0.65915,                0.90888,                0.89609,                0.51637,                 1.5209,                 1.1155,                 1.9413,             0.00014048,             0.00014048,             0.00014048
                    429,                 1.8239,                 1.3162,                 2.1918,                0.65915,                0.90888,                0.89609,                0.51637,                 1.5209,                 1.1155,                 1.9413,             0.00013868,             0.00013868,             0.00013868
                    430,                 1.7325,                 1.2726,                 2.2561,                0.65915,                0.90888,                0.89609,                0.51637,                 1.5209,                 1.1155,                 1.9413,             0.00013688,             0.00013688,             0.00013688
                    431,                 1.7971,                 1.2668,                 2.0248,                0.65915,                0.90888,                0.89609,                0.51637,                 1.5209,                 1.1155,                 1.9413,             0.00013508,             0.00013508,             0.00013508
                    432,                 1.7845,                 1.2471,                 2.0025,                  0.692,                0.87785,                0.89829,                0.51469,                   1.57,                 1.1229,                 1.9634,             0.00013328,             0.00013328,             0.00013328
                    433,                 1.5888,                 1.2867,                  2.096,                  0.692,                0.87785,                0.89829,                0.51469,                   1.57,                 1.1229,                 1.9634,             0.00013148,             0.00013148,             0.00013148
                    434,                 1.7463,                 1.1444,                 2.0691,                  0.692,                0.87785,                0.89829,                0.51469,                   1.57,                 1.1229,                 1.9634,             0.00012968,             0.00012968,             0.00012968
                    435,                 1.9256,                 1.2521,                 2.1355,                  0.692,                0.87785,                0.89829,                0.51469,                   1.57,                 1.1229,                 1.9634,             0.00012788,             0.00012788,             0.00012788
                    436,                 1.8653,                  1.577,                 2.2186,                0.67032,                0.88125,                0.90092,                0.52526,                 1.5425,                 1.0965,                 1.9461,             0.00012608,             0.00012608,             0.00012608
                    437,                 1.7414,                 1.1582,                 2.0926,                0.67032,                0.88125,                0.90092,                0.52526,                 1.5425,                 1.0965,                 1.9461,             0.00012428,             0.00012428,             0.00012428
                    438,                 1.7625,                 1.2651,                 2.0967,                0.67032,                0.88125,                0.90092,                0.52526,                 1.5425,                 1.0965,                 1.9461,             0.00012248,             0.00012248,             0.00012248
                    439,                 1.7805,                 1.2287,                 2.1054,                0.67032,                0.88125,                0.90092,                0.52526,                 1.5425,                 1.0965,                 1.9461,             0.00012068,             0.00012068,             0.00012068
                    440,                 1.6488,                 1.1321,                 1.9989,                 0.8564,                  0.719,                 0.9065,                0.54748,                 1.5002,                 1.0528,                 1.9252,             0.00011888,             0.00011888,             0.00011888
                    441,                 1.8029,                  1.236,                 2.1059,                 0.8564,                  0.719,                 0.9065,                0.54748,                 1.5002,                 1.0528,                 1.9252,             0.00011708,             0.00011708,             0.00011708
                    442,                 1.8478,                 1.1373,                 2.0361,                 0.8564,                  0.719,                 0.9065,                0.54748,                 1.5002,                 1.0528,                 1.9252,             0.00011528,             0.00011528,             0.00011528
                    443,                 1.7186,                 1.1636,                 2.0517,                 0.8564,                  0.719,                 0.9065,                0.54748,                 1.5002,                 1.0528,                 1.9252,             0.00011348,             0.00011348,             0.00011348
                    444,                  1.963,                 1.2194,                 2.0502,                0.91429,                0.74827,                 0.8824,                0.53604,                 1.4661,                 1.0029,                   1.91,             0.00011168,             0.00011168,             0.00011168
                    445,                 1.7047,                 1.2952,                 2.0771,                0.91429,                0.74827,                 0.8824,                0.53604,                 1.4661,                 1.0029,                   1.91,             0.00010988,             0.00010988,             0.00010988
                    446,                 1.7714,                 1.1297,                 2.0492,                0.91429,                0.74827,                 0.8824,                0.53604,                 1.4661,                 1.0029,                   1.91,             0.00010808,             0.00010808,             0.00010808
                    447,                 1.7578,                 1.3322,                 2.0759,                0.91429,                0.74827,                 0.8824,                0.53604,                 1.4661,                 1.0029,                   1.91,             0.00010628,             0.00010628,             0.00010628
                    448,                 1.7358,                 1.2904,                 2.1414,                0.59608,                0.86642,                0.89329,                0.55346,                 1.4511,                0.99054,                 1.9016,             0.00010448,             0.00010448,             0.00010448
                    449,                 1.6644,                 1.1689,                  2.005,                0.59608,                0.86642,                0.89329,                0.55346,                 1.4511,                0.99054,                 1.9016,             0.00010268,             0.00010268,             0.00010268
                    450,                 1.6746,                 1.1575,                 2.0949,                0.59608,                0.86642,                0.89329,                0.55346,                 1.4511,                0.99054,                 1.9016,             0.00010088,             0.00010088,             0.00010088
                    451,                 1.6975,                 1.2799,                 2.1529,                0.59608,                0.86642,                0.89329,                0.55346,                 1.4511,                0.99054,                 1.9016,             9.9081e-05,             9.9081e-05,             9.9081e-05
                    452,                 1.8398,                 1.2045,                 2.0353,                 0.7721,                0.79464,                0.90694,                0.57426,                 1.4327,                0.97049,                 1.8797,             9.7281e-05,             9.7281e-05,             9.7281e-05
