                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 2.5272,                 2.1723,                 2.8214,                0.53023,                0.19107,                0.20021,                0.08357,                 2.5335,                 4.0922,                 3.1549,             0.00064263,             0.00064263,             0.00064263
                    150,                 2.4649,                 2.2219,                 2.8794,                0.53023,                0.19107,                0.20021,                0.08357,                 2.5335,                 4.0922,                 3.1549,             0.00064083,             0.00064083,             0.00064083
                    151,                 2.4805,                  2.108,                 2.8412,                0.53023,                0.19107,                0.20021,                0.08357,                 2.5335,                 4.0922,                 3.1549,             0.00063903,             0.00063903,             0.00063903
                    152,                 2.3483,                 2.1466,                 2.8435,                 0.3196,                0.40119,                 0.2334,                0.10213,                 2.3986,                   2.56,                  2.968,             0.00063723,             0.00063723,             0.00063723
                    153,                 2.3403,                 2.1822,                 2.8361,                 0.3196,                0.40119,                 0.2334,                0.10213,                 2.3986,                   2.56,                  2.968,             0.00063543,             0.00063543,             0.00063543
                    154,                 2.2875,                 1.8997,                 2.6685,                 0.3196,                0.40119,                 0.2334,                0.10213,                 2.3986,                   2.56,                  2.968,             0.00063363,             0.00063363,             0.00063363
                    155,                 2.4507,                 2.1266,                 2.7363,                 0.3196,                0.40119,                 0.2334,                0.10213,                 2.3986,                   2.56,                  2.968,             0.00063183,             0.00063183,             0.00063183
                    156,                 2.4057,                 1.8906,                  2.737,                0.31765,                 0.2994,                 0.1768,                0.07111,                 2.6298,                 3.4442,                 2.9709,             0.00063003,             0.00063003,             0.00063003
                    157,                 2.4343,                 2.1806,                 2.7937,                0.31765,                 0.2994,                 0.1768,                0.07111,                 2.6298,                 3.4442,                 2.9709,             0.00062823,             0.00062823,             0.00062823
                    158,                 2.1681,                 2.1289,                 2.7179,                0.31765,                 0.2994,                 0.1768,                0.07111,                 2.6298,                 3.4442,                 2.9709,             0.00062643,             0.00062643,             0.00062643
                    159,                 2.4377,                 2.4306,                 2.8678,                0.31765,                 0.2994,                 0.1768,                0.07111,                 2.6298,                 3.4442,                 2.9709,             0.00062463,             0.00062463,             0.00062463
                    160,                 2.3665,                  2.172,                 2.7607,                0.53675,                0.26071,                0.21552,                0.07073,                 2.4292,                 2.8097,                 2.8319,             0.00062283,             0.00062283,             0.00062283
                    161,                 2.2845,                 2.0356,                 2.8051,                0.53675,                0.26071,                0.21552,                0.07073,                 2.4292,                 2.8097,                 2.8319,             0.00062103,             0.00062103,             0.00062103
                    162,                 2.3424,                 2.2304,                   2.67,                0.53675,                0.26071,                0.21552,                0.07073,                 2.4292,                 2.8097,                 2.8319,             0.00061923,             0.00061923,             0.00061923
                    163,                 2.4566,                 2.0896,                 2.7643,                0.53675,                0.26071,                0.21552,                0.07073,                 2.4292,                 2.8097,                 2.8319,             0.00061743,             0.00061743,             0.00061743
                    164,                 2.3925,                 2.4255,                 2.6282,                0.62646,                0.33095,                0.36134,                0.13804,                 2.0635,                 2.2697,                 2.6635,             0.00061563,             0.00061563,             0.00061563
                    165,                 2.4546,                 2.1736,                 2.7497,                0.62646,                0.33095,                0.36134,                0.13804,                 2.0635,                 2.2697,                 2.6635,             0.00061383,             0.00061383,             0.00061383
                    166,                 2.3528,                 2.1988,                 2.6581,                0.62646,                0.33095,                0.36134,                0.13804,                 2.0635,                 2.2697,                 2.6635,             0.00061203,             0.00061203,             0.00061203
                    167,                 2.3159,                 2.1699,                 2.7459,                0.62646,                0.33095,                0.36134,                0.13804,                 2.0635,                 2.2697,                 2.6635,             0.00061023,             0.00061023,             0.00061023
                    168,                 2.3307,                 2.1332,                  2.648,                0.70905,                0.24167,                0.36788,                0.14823,                  2.085,                 2.0521,                 2.6401,             0.00060843,             0.00060843,             0.00060843
                    169,                 2.3789,                 2.0867,                 2.8672,                0.70905,                0.24167,                0.36788,                0.14823,                  2.085,                 2.0521,                 2.6401,             0.00060663,             0.00060663,             0.00060663
                    170,                 2.2929,                 2.0652,                 2.7569,                0.70905,                0.24167,                0.36788,                0.14823,                  2.085,                 2.0521,                 2.6401,             0.00060483,             0.00060483,             0.00060483
                    171,                 2.4937,                 1.8911,                 2.6638,                0.70905,                0.24167,                0.36788,                0.14823,                  2.085,                 2.0521,                 2.6401,             0.00060303,             0.00060303,             0.00060303
                    172,                  2.516,                 1.9674,                 2.7057,                0.47174,                 0.3381,                0.28285,                 0.1302,                 2.1126,                 2.0913,                 2.6334,             0.00060123,             0.00060123,             0.00060123
                    173,                 2.2996,                 1.8463,                 2.6909,                0.47174,                 0.3381,                0.28285,                 0.1302,                 2.1126,                 2.0913,                 2.6334,             0.00059943,             0.00059943,             0.00059943
                    174,                 2.4099,                 1.8058,                 2.6003,                0.47174,                 0.3381,                0.28285,                 0.1302,                 2.1126,                 2.0913,                 2.6334,             0.00059763,             0.00059763,             0.00059763
                    175,                 2.4881,                 2.0884,                 2.6401,                0.47174,                 0.3381,                0.28285,                 0.1302,                 2.1126,                 2.0913,                 2.6334,             0.00059583,             0.00059583,             0.00059583
                    176,                 2.4341,                 1.9372,                 2.6529,                0.44194,                0.36488,                0.30857,                 0.1214,                 2.2212,                 2.1208,                 2.6359,             0.00059403,             0.00059403,             0.00059403
                    177,                 2.4206,                 2.2399,                 2.8094,                0.44194,                0.36488,                0.30857,                 0.1214,                 2.2212,                 2.1208,                 2.6359,             0.00059223,             0.00059223,             0.00059223
                    178,                  2.522,                 2.0797,                 2.6644,                0.44194,                0.36488,                0.30857,                 0.1214,                 2.2212,                 2.1208,                 2.6359,             0.00059043,             0.00059043,             0.00059043
                    179,                 2.2354,                 2.1888,                 2.7839,                0.44194,                0.36488,                0.30857,                 0.1214,                 2.2212,                 2.1208,                 2.6359,             0.00058863,             0.00058863,             0.00058863
                    180,                 2.3046,                 2.0963,                 2.5801,                0.66696,                0.20714,                0.38544,                0.14651,                 2.3438,                 2.0178,                 2.6844,             0.00058683,             0.00058683,             0.00058683
                    181,                 2.3282,                  2.113,                 2.6478,                0.66696,                0.20714,                0.38544,                0.14651,                 2.3438,                 2.0178,                 2.6844,             0.00058503,             0.00058503,             0.00058503
                    182,                 2.6724,                  2.263,                 2.7877,                0.66696,                0.20714,                0.38544,                0.14651,                 2.3438,                 2.0178,                 2.6844,             0.00058323,             0.00058323,             0.00058323
                    183,                 2.4445,                 2.1002,                 2.7201,                0.66696,                0.20714,                0.38544,                0.14651,                 2.3438,                 2.0178,                 2.6844,             0.00058143,             0.00058143,             0.00058143
                    184,                 2.3849,                 2.2088,                 2.7848,                0.77256,                0.21963,                0.40632,                0.15257,                  2.187,                 2.1042,                 2.6561,             0.00057963,             0.00057963,             0.00057963
                    185,                 2.3128,                 2.0186,                  2.674,                0.77256,                0.21963,                0.40632,                0.15257,                  2.187,                 2.1042,                 2.6561,             0.00057783,             0.00057783,             0.00057783
                    186,                 2.1783,                 2.0927,                 2.5993,                0.77256,                0.21963,                0.40632,                0.15257,                  2.187,                 2.1042,                 2.6561,             0.00057603,             0.00057603,             0.00057603
                    187,                 2.3976,                 2.1103,                 2.7229,                0.77256,                0.21963,                0.40632,                0.15257,                  2.187,                 2.1042,                 2.6561,             0.00057423,             0.00057423,             0.00057423
                    188,                 2.2203,                 1.9799,                 2.5886,                0.61951,                0.27526,                0.43466,                0.14934,                 2.0185,                 2.1169,                 2.5976,             0.00057243,             0.00057243,             0.00057243
                    189,                  2.277,                 1.8745,                 2.5447,                0.61951,                0.27526,                0.43466,                0.14934,                 2.0185,                 2.1169,                 2.5976,             0.00057063,             0.00057063,             0.00057063
                    190,                 2.2498,                 2.2023,                 2.6253,                0.61951,                0.27526,                0.43466,                0.14934,                 2.0185,                 2.1169,                 2.5976,             0.00056883,             0.00056883,             0.00056883
                    191,                 2.3174,                 1.9523,                 2.5645,                0.61951,                0.27526,                0.43466,                0.14934,                 2.0185,                 2.1169,                 2.5976,             0.00056703,             0.00056703,             0.00056703
                    192,                 2.3606,                 1.9878,                 2.6405,                0.46523,                0.38988,                0.37283,                0.11701,                 2.2371,                 2.1058,                 2.6899,             0.00056523,             0.00056523,             0.00056523
                    193,                 2.2593,                 1.8424,                  2.619,                0.46523,                0.38988,                0.37283,                0.11701,                 2.2371,                 2.1058,                 2.6899,             0.00056343,             0.00056343,             0.00056343
                    194,                 2.2407,                 1.9745,                 2.5907,                0.46523,                0.38988,                0.37283,                0.11701,                 2.2371,                 2.1058,                 2.6899,             0.00056163,             0.00056163,             0.00056163
                    195,                 2.3814,                 2.1104,                 2.5335,                0.46523,                0.38988,                0.37283,                0.11701,                 2.2371,                 2.1058,                 2.6899,             0.00055983,             0.00055983,             0.00055983
                    196,                 2.0714,                 1.9161,                 2.6277,                  0.457,                0.31548,                0.35411,                0.12572,                 2.2775,                 2.0053,                  2.716,             0.00055804,             0.00055804,             0.00055804
                    197,                 2.5124,                 1.9224,                 2.7206,                  0.457,                0.31548,                0.35411,                0.12572,                 2.2775,                 2.0053,                  2.716,             0.00055624,             0.00055624,             0.00055624
                    198,                 2.2172,                 2.0269,                 2.5939,                  0.457,                0.31548,                0.35411,                0.12572,                 2.2775,                 2.0053,                  2.716,             0.00055444,             0.00055444,             0.00055444
                    199,                 2.2047,                 2.0612,                 2.6243,                  0.457,                0.31548,                0.35411,                0.12572,                 2.2775,                 2.0053,                  2.716,             0.00055264,             0.00055264,             0.00055264
                    200,                 2.2777,                 2.2828,                 2.7739,                0.48063,                0.39464,                0.44692,                0.17568,                  2.129,                 1.8607,                 2.5892,             0.00055084,             0.00055084,             0.00055084
                    201,                 2.2572,                 2.0494,                 2.4692,                0.48063,                0.39464,                0.44692,                0.17568,                  2.129,                 1.8607,                 2.5892,             0.00054904,             0.00054904,             0.00054904
                    202,                 2.3765,                 2.0462,                 2.6625,                0.48063,                0.39464,                0.44692,                0.17568,                  2.129,                 1.8607,                 2.5892,             0.00054724,             0.00054724,             0.00054724
                    203,                 2.2652,                 2.0447,                 2.7353,                0.48063,                0.39464,                0.44692,                0.17568,                  2.129,                 1.8607,                 2.5892,             0.00054544,             0.00054544,             0.00054544
                    204,                 2.2117,                 2.0669,                 2.6008,                0.79035,                0.36012,                0.49625,                0.17456,                 2.0926,                 1.7809,                 2.4983,             0.00054364,             0.00054364,             0.00054364
                    205,                 2.2194,                 1.8577,                 2.5728,                0.79035,                0.36012,                0.49625,                0.17456,                 2.0926,                 1.7809,                 2.4983,             0.00054184,             0.00054184,             0.00054184
                    206,                 2.4769,                 1.8796,                 2.6704,                0.79035,                0.36012,                0.49625,                0.17456,                 2.0926,                 1.7809,                 2.4983,             0.00054004,             0.00054004,             0.00054004
                    207,                 2.4566,                 2.0513,                 2.7603,                0.79035,                0.36012,                0.49625,                0.17456,                 2.0926,                 1.7809,                 2.4983,             0.00053824,             0.00053824,             0.00053824
                    208,                 2.3079,                 1.8281,                 2.6213,                0.57531,                0.58452,                0.57498,                0.20357,                 2.0425,                 1.7159,                 2.4561,             0.00053644,             0.00053644,             0.00053644
                    209,                 2.3326,                 1.7956,                 2.5028,                0.57531,                0.58452,                0.57498,                0.20357,                 2.0425,                 1.7159,                 2.4561,             0.00053464,             0.00053464,             0.00053464
                    210,                  2.262,                 1.8104,                 2.5309,                0.57531,                0.58452,                0.57498,                0.20357,                 2.0425,                 1.7159,                 2.4561,             0.00053284,             0.00053284,             0.00053284
                    211,                 2.3895,                 1.8482,                 2.5297,                0.57531,                0.58452,                0.57498,                0.20357,                 2.0425,                 1.7159,                 2.4561,             0.00053104,             0.00053104,             0.00053104
                    212,                 2.3069,                 1.9279,                 2.5953,                0.56865,                0.64107,                0.54483,                0.21225,                 2.0187,                 1.8011,                 2.4352,             0.00052924,             0.00052924,             0.00052924
                    213,                 2.1636,                 1.8567,                  2.554,                0.56865,                0.64107,                0.54483,                0.21225,                 2.0187,                 1.8011,                 2.4352,             0.00052744,             0.00052744,             0.00052744
                    214,                 2.3097,                 1.8662,                 2.3364,                0.56865,                0.64107,                0.54483,                0.21225,                 2.0187,                 1.8011,                 2.4352,             0.00052564,             0.00052564,             0.00052564
                    215,                 2.0837,                 1.8066,                 2.4778,                0.56865,                0.64107,                0.54483,                0.21225,                 2.0187,                 1.8011,                 2.4352,             0.00052384,             0.00052384,             0.00052384
                    216,                 2.2671,                 1.8737,                  2.464,                 0.5089,                0.68777,                0.52607,                0.20234,                 2.0803,                 1.9694,                 2.4434,             0.00052204,             0.00052204,             0.00052204
                    217,                 2.2847,                 1.9897,                 2.6412,                 0.5089,                0.68777,                0.52607,                0.20234,                 2.0803,                 1.9694,                 2.4434,             0.00052024,             0.00052024,             0.00052024
                    218,                 2.3283,                 1.9953,                 2.4809,                 0.5089,                0.68777,                0.52607,                0.20234,                 2.0803,                 1.9694,                 2.4434,             0.00051844,             0.00051844,             0.00051844
                    219,                 2.0226,                 1.7518,                 2.5335,                 0.5089,                0.68777,                0.52607,                0.20234,                 2.0803,                 1.9694,                 2.4434,             0.00051664,             0.00051664,             0.00051664
                    220,                 2.1528,                 1.9988,                 2.5218,                0.45493,                0.67066,                0.54022,                0.20626,                 2.0338,                 1.9294,                 2.3968,             0.00051484,             0.00051484,             0.00051484
                    221,                 2.1728,                 1.8634,                 2.6011,                0.45493,                0.67066,                0.54022,                0.20626,                 2.0338,                 1.9294,                 2.3968,             0.00051304,             0.00051304,             0.00051304
                    222,                 2.1279,                 1.8585,                 2.4839,                0.45493,                0.67066,                0.54022,                0.20626,                 2.0338,                 1.9294,                 2.3968,             0.00051124,             0.00051124,             0.00051124
                    223,                 2.2152,                 1.8042,                 2.4568,                0.45493,                0.67066,                0.54022,                0.20626,                 2.0338,                 1.9294,                 2.3968,             0.00050944,             0.00050944,             0.00050944
                    224,                 2.2094,                 1.8678,                 2.5661,                 0.4015,                0.63684,                0.52462,                0.23329,                 1.9537,                 2.0143,                 2.3685,             0.00050764,             0.00050764,             0.00050764
                    225,                 2.0692,                 1.8578,                 2.5123,                 0.4015,                0.63684,                0.52462,                0.23329,                 1.9537,                 2.0143,                 2.3685,             0.00050584,             0.00050584,             0.00050584
                    226,                 2.0551,                 1.8502,                 2.4733,                 0.4015,                0.63684,                0.52462,                0.23329,                 1.9537,                 2.0143,                 2.3685,             0.00050404,             0.00050404,             0.00050404
                    227,                 2.1585,                 1.9808,                 2.4539,                 0.4015,                0.63684,                0.52462,                0.23329,                 1.9537,                 2.0143,                 2.3685,             0.00050224,             0.00050224,             0.00050224
                    228,                 2.1564,                  1.836,                  2.453,                 0.5818,                0.46236,                0.56644,                0.23975,                 2.0266,                 2.2609,                  2.358,             0.00050044,             0.00050044,             0.00050044
                    229,                 2.3102,                 1.8869,                 2.5739,                 0.5818,                0.46236,                0.56644,                0.23975,                 2.0266,                 2.2609,                  2.358,             0.00049864,             0.00049864,             0.00049864
                    230,                 2.1954,                 1.7281,                 2.4895,                 0.5818,                0.46236,                0.56644,                0.23975,                 2.0266,                 2.2609,                  2.358,             0.00049684,             0.00049684,             0.00049684
                    231,                 2.2562,                 1.8446,                 2.5379,                 0.5818,                0.46236,                0.56644,                0.23975,                 2.0266,                 2.2609,                  2.358,             0.00049504,             0.00049504,             0.00049504
                    232,                 2.1119,                 1.8031,                  2.401,                0.39784,                0.57687,                0.53417,                0.22135,                 2.0146,                 2.2224,                 2.3336,             0.00049324,             0.00049324,             0.00049324
                    233,                 2.1715,                 1.8321,                 2.5108,                0.39784,                0.57687,                0.53417,                0.22135,                 2.0146,                 2.2224,                 2.3336,             0.00049144,             0.00049144,             0.00049144
                    234,                 2.5639,                 1.9527,                  2.605,                0.39784,                0.57687,                0.53417,                0.22135,                 2.0146,                 2.2224,                 2.3336,             0.00048964,             0.00048964,             0.00048964
                    235,                 2.3901,                   1.79,                  2.532,                0.39784,                0.57687,                0.53417,                0.22135,                 2.0146,                 2.2224,                 2.3336,             0.00048784,             0.00048784,             0.00048784
                    236,                 2.4047,                 2.0406,                  2.598,                 0.6156,                0.35179,                0.49127,                0.19132,                 2.0745,                 2.0941,                 2.3838,             0.00048604,             0.00048604,             0.00048604
                    237,                 2.3424,                 1.6806,                 2.4292,                 0.6156,                0.35179,                0.49127,                0.19132,                 2.0745,                 2.0941,                 2.3838,             0.00048424,             0.00048424,             0.00048424
                    238,                 2.1119,                 1.7205,                  2.369,                 0.6156,                0.35179,                0.49127,                0.19132,                 2.0745,                 2.0941,                 2.3838,             0.00048244,             0.00048244,             0.00048244
                    239,                 2.1666,                  1.803,                 2.3838,                 0.6156,                0.35179,                0.49127,                0.19132,                 2.0745,                 2.0941,                 2.3838,             0.00048064,             0.00048064,             0.00048064
                    240,                 2.3508,                 1.7962,                 2.5128,                0.57044,                0.41087,                0.51032,                0.19795,                 1.9888,                 2.0681,                 2.3724,             0.00047884,             0.00047884,             0.00047884
                    241,                 2.3422,                 1.8864,                 2.5897,                0.57044,                0.41087,                0.51032,                0.19795,                 1.9888,                 2.0681,                 2.3724,             0.00047704,             0.00047704,             0.00047704
                    242,                  2.201,                 1.7252,                 2.4765,                0.57044,                0.41087,                0.51032,                0.19795,                 1.9888,                 2.0681,                 2.3724,             0.00047524,             0.00047524,             0.00047524
                    243,                 2.2328,                 1.9644,                 2.5514,                0.57044,                0.41087,                0.51032,                0.19795,                 1.9888,                 2.0681,                 2.3724,             0.00047344,             0.00047344,             0.00047344
                    244,                  2.229,                 1.7033,                 2.4036,                0.58798,                0.37281,                0.56041,                0.23464,                 1.8613,                 2.2239,                   2.32,             0.00047164,             0.00047164,             0.00047164
                    245,                 2.2867,                 1.9902,                 2.5418,                0.58798,                0.37281,                0.56041,                0.23464,                 1.8613,                 2.2239,                   2.32,             0.00046984,             0.00046984,             0.00046984
                    246,                  2.239,                  2.025,                 2.6185,                0.58798,                0.37281,                0.56041,                0.23464,                 1.8613,                 2.2239,                   2.32,             0.00046804,             0.00046804,             0.00046804
                    247,                 1.9574,                 1.7094,                  2.419,                0.58798,                0.37281,                0.56041,                0.23464,                 1.8613,                 2.2239,                   2.32,             0.00046624,             0.00046624,             0.00046624
                    248,                 2.1757,                  1.826,                 2.3848,                0.51533,                0.53769,                0.55002,                0.22556,                 1.8934,                 1.8607,                 2.2913,             0.00046444,             0.00046444,             0.00046444
                    249,                 2.3643,                 1.8011,                 2.4758,                0.51533,                0.53769,                0.55002,                0.22556,                 1.8934,                 1.8607,                 2.2913,             0.00046264,             0.00046264,             0.00046264
                    250,                 2.0947,                 1.7317,                  2.456,                0.51533,                0.53769,                0.55002,                0.22556,                 1.8934,                 1.8607,                 2.2913,             0.00046084,             0.00046084,             0.00046084
                    251,                 2.0831,                 1.6613,                 2.3813,                0.51533,                0.53769,                0.55002,                0.22556,                 1.8934,                 1.8607,                 2.2913,             0.00045904,             0.00045904,             0.00045904
                    252,                 2.1084,                 1.7519,                 2.5677,                0.56523,                0.44581,                  0.494,                0.19803,                 1.9329,                 1.9739,                 2.2699,             0.00045725,             0.00045725,             0.00045725
                    253,                 2.1522,                 1.6742,                 2.3998,                0.56523,                0.44581,                  0.494,                0.19803,                 1.9329,                 1.9739,                 2.2699,             0.00045545,             0.00045545,             0.00045545
                    254,                 2.0356,                  1.899,                 2.4258,                0.56523,                0.44581,                  0.494,                0.19803,                 1.9329,                 1.9739,                 2.2699,             0.00045365,             0.00045365,             0.00045365
                    255,                 2.0553,                 1.8209,                 2.4023,                0.56523,                0.44581,                  0.494,                0.19803,                 1.9329,                 1.9739,                 2.2699,             0.00045185,             0.00045185,             0.00045185
                    256,                 2.3123,                 1.9027,                 2.5053,                0.54738,                0.51984,                0.48653,                0.21016,                 1.9844,                 2.9145,                 2.3095,             0.00045005,             0.00045005,             0.00045005
                    257,                 2.0435,                 1.5861,                 2.3383,                0.54738,                0.51984,                0.48653,                0.21016,                 1.9844,                 2.9145,                 2.3095,             0.00044825,             0.00044825,             0.00044825
                    258,                 2.2214,                 1.9846,                 2.4506,                0.54738,                0.51984,                0.48653,                0.21016,                 1.9844,                 2.9145,                 2.3095,             0.00044645,             0.00044645,             0.00044645
                    259,                 2.0107,                 1.6884,                 2.4376,                0.54738,                0.51984,                0.48653,                0.21016,                 1.9844,                 2.9145,                 2.3095,             0.00044465,             0.00044465,             0.00044465
                    260,                 2.2575,                  1.878,                 2.4629,                0.69872,                0.54962,                 0.6449,                0.30423,                 1.7992,                 2.4965,                  2.194,             0.00044285,             0.00044285,             0.00044285
                    261,                 2.0491,                 1.7901,                 2.3461,                0.69872,                0.54962,                 0.6449,                0.30423,                 1.7992,                 2.4965,                  2.194,             0.00044105,             0.00044105,             0.00044105
                    262,                 1.9372,                 1.5446,                 2.3408,                0.69872,                0.54962,                 0.6449,                0.30423,                 1.7992,                 2.4965,                  2.194,             0.00043925,             0.00043925,             0.00043925
                    263,                 1.9995,                 1.8444,                 2.3825,                0.69872,                0.54962,                 0.6449,                0.30423,                 1.7992,                 2.4965,                  2.194,             0.00043745,             0.00043745,             0.00043745
                    264,                 2.1629,                 1.7692,                 2.3865,                0.60242,                0.68285,                0.56792,                 0.2801,                 1.8557,                 2.7365,                 2.3013,             0.00043565,             0.00043565,             0.00043565
                    265,                 2.1239,                 1.7611,                 2.4573,                0.60242,                0.68285,                0.56792,                 0.2801,                 1.8557,                 2.7365,                 2.3013,             0.00043385,             0.00043385,             0.00043385
                    266,                 2.0471,                  1.653,                 2.3234,                0.60242,                0.68285,                0.56792,                 0.2801,                 1.8557,                 2.7365,                 2.3013,             0.00043205,             0.00043205,             0.00043205
                    267,                 2.1821,                 1.8305,                 2.3751,                0.60242,                0.68285,                0.56792,                 0.2801,                 1.8557,                 2.7365,                 2.3013,             0.00043025,             0.00043025,             0.00043025
                    268,                 2.1718,                 1.6881,                  2.352,                0.63731,                0.59345,                0.62644,                0.30455,                 1.7717,                 2.0985,                 2.2378,             0.00042845,             0.00042845,             0.00042845
                    269,                 2.1508,                 1.7102,                 2.4056,                0.63731,                0.59345,                0.62644,                0.30455,                 1.7717,                 2.0985,                 2.2378,             0.00042665,             0.00042665,             0.00042665
                    270,                 2.1285,                 1.9851,                 2.4819,                0.63731,                0.59345,                0.62644,                0.30455,                 1.7717,                 2.0985,                 2.2378,             0.00042485,             0.00042485,             0.00042485
                    271,                 2.0804,                 2.0262,                 2.5627,                0.63731,                0.59345,                0.62644,                0.30455,                 1.7717,                 2.0985,                 2.2378,             0.00042305,             0.00042305,             0.00042305
                    272,                 1.9947,                 1.7756,                  2.431,                 0.5851,                0.66378,                 0.6004,                0.27566,                 1.8823,                 1.9557,                  2.253,             0.00042125,             0.00042125,             0.00042125
                    273,                 2.0003,                 1.6643,                 2.4462,                 0.5851,                0.66378,                 0.6004,                0.27566,                 1.8823,                 1.9557,                  2.253,             0.00041945,             0.00041945,             0.00041945
                    274,                 2.1233,                 1.6365,                 2.3243,                 0.5851,                0.66378,                 0.6004,                0.27566,                 1.8823,                 1.9557,                  2.253,             0.00041765,             0.00041765,             0.00041765
                    275,                 2.2595,                 1.7085,                 2.3165,                 0.5851,                0.66378,                 0.6004,                0.27566,                 1.8823,                 1.9557,                  2.253,             0.00041585,             0.00041585,             0.00041585
                    276,                 2.1444,                 1.6556,                 2.4339,                0.68138,                0.40506,                0.64933,                0.27317,                 1.9788,                 2.3675,                 2.3256,             0.00041405,             0.00041405,             0.00041405
                    277,                 2.0545,                 1.6143,                 2.3046,                0.68138,                0.40506,                0.64933,                0.27317,                 1.9788,                 2.3675,                 2.3256,             0.00041225,             0.00041225,             0.00041225
                    278,                 2.1853,                 1.5698,                 2.3267,                0.68138,                0.40506,                0.64933,                0.27317,                 1.9788,                 2.3675,                 2.3256,             0.00041045,             0.00041045,             0.00041045
                    279,                 2.0773,                 1.5395,                 2.3031,                0.68138,                0.40506,                0.64933,                0.27317,                 1.9788,                 2.3675,                 2.3256,             0.00040865,             0.00040865,             0.00040865
                    280,                 2.1299,                 1.6662,                 2.3772,                0.61634,                0.64311,                0.68059,                0.30286,                 1.8408,                 1.9559,                 2.2131,             0.00040685,             0.00040685,             0.00040685
                    281,                  2.068,                 1.8624,                 2.5634,                0.61634,                0.64311,                0.68059,                0.30286,                 1.8408,                 1.9559,                 2.2131,             0.00040505,             0.00040505,             0.00040505
                    282,                 1.9406,                 1.5192,                 2.2883,                0.61634,                0.64311,                0.68059,                0.30286,                 1.8408,                 1.9559,                 2.2131,             0.00040325,             0.00040325,             0.00040325
                    283,                 2.1617,                 1.7961,                 2.2996,                0.61634,                0.64311,                0.68059,                0.30286,                 1.8408,                 1.9559,                 2.2131,             0.00040145,             0.00040145,             0.00040145
                    284,                 1.9162,                 1.4463,                   2.38,                0.62555,                0.66771,                0.68388,                0.33543,                 1.7767,                 1.7966,                 2.1807,             0.00039965,             0.00039965,             0.00039965
                    285,                 2.0157,                 1.6312,                 2.3033,                0.62555,                0.66771,                0.68388,                0.33543,                 1.7767,                 1.7966,                 2.1807,             0.00039785,             0.00039785,             0.00039785
                    286,                 1.8703,                 1.3842,                 2.2623,                0.62555,                0.66771,                0.68388,                0.33543,                 1.7767,                 1.7966,                 2.1807,             0.00039605,             0.00039605,             0.00039605
                    287,                 1.9866,                 1.6128,                 2.3373,                0.62555,                0.66771,                0.68388,                0.33543,                 1.7767,                 1.7966,                 2.1807,             0.00039425,             0.00039425,             0.00039425
                    288,                  1.995,                 1.5668,                 2.3913,                0.64159,                0.62281,                0.63064,                0.31829,                 1.7686,                 1.7861,                 2.1943,             0.00039245,             0.00039245,             0.00039245
                    289,                 2.0478,                 1.5578,                  2.247,                0.64159,                0.62281,                0.63064,                0.31829,                 1.7686,                 1.7861,                 2.1943,             0.00039065,             0.00039065,             0.00039065
                    290,                 1.8837,                 1.5182,                 2.2267,                0.64159,                0.62281,                0.63064,                0.31829,                 1.7686,                 1.7861,                 2.1943,             0.00038885,             0.00038885,             0.00038885
                    291,                 1.9264,                 1.7248,                 2.3454,                0.64159,                0.62281,                0.63064,                0.31829,                 1.7686,                 1.7861,                 2.1943,             0.00038705,             0.00038705,             0.00038705
                    292,                 1.8336,                 1.5809,                 2.3663,                0.56752,                0.60335,                0.60428,                0.27367,                 1.8466,                 1.8017,                 2.2591,             0.00038525,             0.00038525,             0.00038525
                    293,                 1.8543,                 1.7497,                 2.2959,                0.56752,                0.60335,                0.60428,                0.27367,                 1.8466,                 1.8017,                 2.2591,             0.00038345,             0.00038345,             0.00038345
                    294,                 1.9171,                 1.3998,                  2.305,                0.56752,                0.60335,                0.60428,                0.27367,                 1.8466,                 1.8017,                 2.2591,             0.00038165,             0.00038165,             0.00038165
                    295,                 1.9069,                 1.5878,                  2.289,                0.56752,                0.60335,                0.60428,                0.27367,                 1.8466,                 1.8017,                 2.2591,             0.00037985,             0.00037985,             0.00037985
                    296,                 1.9244,                 1.4918,                 2.1951,                0.58165,                0.56819,                0.66065,                0.33757,                 1.6697,                 1.3661,                 2.0749,             0.00037805,             0.00037805,             0.00037805
                    297,                 1.9647,                 1.4599,                 2.2131,                0.58165,                0.56819,                0.66065,                0.33757,                 1.6697,                 1.3661,                 2.0749,             0.00037625,             0.00037625,             0.00037625
                    298,                 2.1949,                 1.6469,                 2.4316,                0.58165,                0.56819,                0.66065,                0.33757,                 1.6697,                 1.3661,                 2.0749,             0.00037445,             0.00037445,             0.00037445
                    299,                 1.9597,                 1.5901,                 2.2779,                0.58165,                0.56819,                0.66065,                0.33757,                 1.6697,                 1.3661,                 2.0749,             0.00037265,             0.00037265,             0.00037265
                    300,                 1.9094,                 1.5464,                 2.3117,                0.72875,                 0.5131,                 0.6513,                0.34255,                  1.637,                  1.374,                 2.0913,             0.00037085,             0.00037085,             0.00037085
